token,lemma_guess,tag,sentence,category
سرم,سر,N_SING_COM_PAFF_1,!ادبی! وقتی شیطان به سرم دست کشید ، گفت : « گوش کن ؛ دیاری که می‌گویم دیاری است ملال‌آور در لیبی ، در کنار رود زایر ، و جایی که در آن نه آرامش است ، نه سکوت .,possessive
سرم,سر,N_SING_COM_PAFF_1,و من ایستادم در باتلاق ، بین نیلوفران بلند ، و باران بر سرم فرو‌می‌چکید - و نیلوفرها همگی در شکوه فلاکت خود آه می‌کشیدند .,possessive
چشمم,چشم,N_SING_COM_PAFF_1,« و چشمم به سیمای مرد افتاد ، و سیمایش رنگ‌پریده و هراسان بود .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,معارف فراوانی از قول زنان غیبگو بازگو شده ؛ و درباره اوراق نامعلومی که اطراف دودونا می‌جنبید ، از قدیم چیزهایی رازناک و مقدس نقل شده بود - اما [ ... ] همین حکایت خیال‌انگیزی که شیطان در خلوت مقبره کنارم نشست و برایم تعریف کرد ، به نظرم از همه عالیتر است .,possessive
پدرم,پدر,N_SING_COM_PAFF_1,« پدرم هم مثل من خجالتی بود .,possessive
برادرم,برادر,N_SING_COM_PAFF_1,بعضی وقتها هم من و برادرم و بقیه خواهرهایم لباس خوب می‌پوشیدیم و به باشگاههایی که او در آنها اجرا داشت ، می‌رفتیم .,possessive
پدرم,پدر,N_SING_COM_PAFF_1,من در کودکی هیچ‌وقت به حد کافی با پدرم نبودم ، چون او بیشتر در دریا بود .,possessive
دخترم,دختر,N_SING_COM_PAFF_1,دخترم ، کیتی می‌خواهد خواننده اپرا شود .,possessive
پسرم,پسر,N_SING_COM_PAFF_1,پسرم هم در نمایشهای مدرسه بازی می‌کند ، اما فکر می‌کنم او در آینده هر موقعیتی را برای بازیگری رد کند » .,possessive
کارم,کار,N_SING_COM_PAFF_1,واتلی می‌گوید : « من فکر می‌کنم که بیشتر وقتم صرف کارم می‌شود ؛ بنابراین ازدواجم با یک هنرپیشه درست بود ، چون همدیگر را خوب می‌فهمیم و احساسات هم را درک می‌کنیم .,possessive
شغلم,شغل,N_SING_COM_PAFF_1,» زمانی که خبرنگار نشریه « کاندیز » برای مصاحبه به خانه کوین می‌رود ، متوجه می‌شود که خانواده‌اش در مورد مصاحبه با او بحث زیادی داشته‌اند و او را از قبول مصاحبه منع کرده‌اند : « آنها همیشه در این مورد و این که من راجع‌به خودم و شغلم مصاحبه کنم ، با من بحث می‌کنند ، ولی من فکر می‌کنم که با این کار خودم را کوچک نکرده‌ام .,possessive
کارم,کار,N_SING_COM_PAFF_1,بیشتر بازیگران پرمدعا در مورد سختی‌ای که در ایفای نقش می‌کشند ، صحبت می‌کنند ، اما کوین واتلی در خصوص خود و شیوه بازیگری‌اش چنین می‌گوید : « من بازیگری نیستم که در کارم روش خاصی داشته باشم ، فکر می‌کنم شما برای بازیگری باید چشم سومی داشته باشید و به کمک آن عقب بایستید و به نقشی که اجرا می‌کنید ، بی‌طرفانه نگاه کنید » .,possessive
فکرم,فکر,V_PRE_NC_1,[ مکث ] [ به یکی از خانمها ] ببخشید خانم ، تو فکرم که این یارو رو تحویل کلانتری بدم ؛ شنیدین که چه شلوغ‌بازاری راه انداخت .,possessive
کارم,کار,N_SING_COM_PAFF_1,بعدش که کارم تموم شد .,possessive
استادم,استاد,N_SING_COM_PAFF_1,از دوران نوجوانی کار بازیگری را نزد استادم گلاب آدینه شروع کردم و بعد این رشته را در دانشگاه ادامه دادم .,possessive
عموم,عمو,QUA_GEN,عموم مردم شیفته تماشای خویش‌اند .,possessive
زبانم,زبان,N_SING_COM_PAFF_1,نمی‌دانم چرا با دیدن این مکان دائم یک بیت شعر بر زبانم جاری می‌شود : !!! یادم کن تا هستم تو ای نگار آسمانی - با یادت سرمستم تو ای امید زندگانی !!! .,possessive
کارم,کار,N_SING_COM_PAFF_1,من خودم روز اولی که به کار هنر قدم گذاشتم یه کشیده محکم خوردم و کارم رو ازم گرفتن .,possessive
دستم,دست,N_SING_COM_PAFF_1,من وقتی اومدم دیدم این نمی‌تونه بخونه ، معلم هم عصبانی و من دستم رو بالا کردم .,possessive
دستم,دست,N_SING_COM_PAFF_1,شب جمعه رفتیم تو سفارت و توی صحنه و پرده رو نیمه‌باز کردن که دستم رو یکی گرفت و گفت نمی‌خواد بخونی .,possessive
صورتم,صورت,N_SING_COM_PAFF_1,دنگی زد تو صورتم .,possessive
سرم,سر,N_SING_COM_PAFF_1,همین که سرم پایین بود ، یکی زد تخت سینه‌ام : پسر کجایی !,possessive
سرم,سر,N_SING_COM_PAFF_1,سرم رو بلند کردم ، دیدم آقای گرمسیری یه .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,آثار تولیدشده به نظرم قابل اعتنا نیست و چیز تازه‌ای در این زمینه نمی‌شنوم .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,بعد مساله شغل است که به نظرم خیلی روی این قضیه فکر درستی نکرده‌ایم .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,* با توجه به اطلاعاتی که ما از کل مملکت داریم به نظرم توفیق زیادی داشته ؛ یعنی این که یکی از موفق‌ترین شبکه‌های سازمان در ارتباط با جوانان شبکه سه است .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,تا اینجای کار ... * من به نظرم می‌رسد که بهتر است تا پایان کار دیده بشود .,possessive
مادرم,مادر,N_SING_COM_PAFF_1,وحید در این باره می‌گوید : « عشق را از مادرم و غرور را از پدرم آموختم .,possessive
پدرم,پدر,N_SING_COM_PAFF_1,وحید در این باره می‌گوید : « عشق را از مادرم و غرور را از پدرم آموختم .,possessive
فیلمم,فیلم,N_SING_COM_PAFF_1,برای مثال ، آخرین فیلمم « سوار بی‌سر » را هنگام ساخت فیلمی صامت در نظر گرفته بودم .,possessive
عموم,عمو,N_SING_GR,!فضایی! # نمایشگاه عکسهای فضایی # نمایشگاهی از آثار عکاسان فضانورد در محل موزه هنرهای معاصر سیدنی استرالیا به نمایش عموم در‌آمده است .,possessive
نظرم,نظر,N_SING_COM_PAFF_1,به نظرم ، این کار برای نوجوانانی که این مسائل و مشکلات را در زندگیشان دارند ، بسیار مفید و موثر است و آنها می‌توانند با سمبل قرار دادن شخصیتی به نام سحر به الگوی مناسبی در زندگی برسند و به نوعی همذات‌پنداری کنند .,possessive
عموم,عمو,QUA_GEN,لذا از عموم علاقمندان دعوت می‌شود جهت کسب اطلاع بیشتر از مشخصات ساختمانها و هماهنگی جهت رویت آنها در ساعات اداری حداکثر تا 31 / 6 / 79 با شماره تلفنهای 23164 و 27235 ـ تماس حاصل نمایند .,possessive
عموم,عمو,N_SING_GR,در شب‌های پنجشنبه و جمعه هر هفته فیلم‌های سینمایی در همین محل دایر است که ورود برای عموم آزاد می‌باشد .,possessive
کارم,کار,N_SING_COM_PAFF_1,در هر نفسی به جان رسد کارم .,possessive
دستم,دست,N_SING_COM_PAFF_1,هیچ وز حاصل عمر چیست در دستم .,possessive
بدنم,بدن,N_SING_COM_PAFF_1,# نمونه‌ای از رباعیات وی # مرغ باغ ملکوتم نیم از عالم خاک ، چند روزی قفسی ساخته‌اند از بدنم ، جان که از عالم علویست یقین می‌دانم ، رخت خود باز برآنم که همانجا فگنم ، مانده‌ام سخت عجب کز چه سبب ساخت مرا ، یا چه بودست مراد وی ازین ساختنم ، از کجا آمده‌ام آمدنم بهر چه بود ، به کجا می‌روم * آخر ننمایی وطنم ، * روزها فکر من این است و همه شب سخنم ، که چرا فارغ از احوال دل خویشتنم !!! .,possessive
چشمم,چشم,N_SING_COM_PAFF_1,# مولوی # !!! دیر می زدم من ، که یکی ز در درآمد ، که : درآ درآ عراقی ، که تو خاص از آن مایی ، به قمارخانه رفتم ، همه پاکباز دیدم ، چو به صومعه رسیدم ، همه زاهد ریایی ، به طواف کعبه رفتم ، به حرم رهم ندادند ، که برون در چه کردی ، که درون خانه آیی ، به کدام مذهبست این ، به کدام ملتست این ، که کشند عاشقی را ، که تو عاشقم چرایی ، سر برگ گل ندارم ، به چه رو روم به گلشن ، که شنیده‌ام ز گل‌ها ، همه بوی بی‌وفایی ، به امید آن که شاید ، تو به چشم من در‌آیی ، در گلستان چشمم ، ز چه رو همیشه بازست ، که میان سنبلستان ، چرد آهوی ختایی ، مژه‌ها و چشم یارم ، به نظر چنان نماید ، که رقیب در‌نیاید ، به بهانه گدایی ، همه شب نهاده‌ام سر ، چو سگان بر آستنانت ، چه کنم که هست اینها ، گل خیر آشنایی زد و دیده خون فشانم ، ز غمت شب جدایی !!! .,possessive
"""پسرم",پسر,N_SING_COM_PAFF_1,"""""صاف می‌کرد و می‌گفت : """""""" بیا پسرم ، تعریف کن ببینم ."""";NOUN_POSS_1SG"";;;",possessive
دستم,دست,N_SING_COM_PAFF_1,حرفش را بریدم که : از درکه وارد شدم سیگار دستم بود و زورم آمد سلام کنم .,possessive
دستم,دست,N_SING_COM_PAFF_1,رایس فرهنگ که اجازه نشستن داد ، نگاهش لحظه‌ای روی دستم مکث کرد و بعد چیزی را که می‌نوشت تمام کرد و می‌خواست متوجه من بشود که رونویس حکم را روی میزش گذاشته بودم .,possessive
پسرم,پسر,N_SING_COM_PAFF_1,نه پسرم نه پدرم واسه این نیست .,possessive
پدرم,پدر,N_SING_COM_PAFF_1,نه پسرم نه پدرم واسه این نیست .,possessive
پسرم,پسر,N_SING_COM_PAFF_1,تو که نبودی پسرم .,possessive
کارم,کار,N_SING_COM_PAFF_1,همه کارم ز خودکامی به بد‌نامی کشید آخر .,possessive
زبانم,زبان,N_SING_COM_PAFF_1,یک حرف و دو حرف بر زبانم .,possessive
دستم,دست,N_SING_COM_PAFF_1,دستم بگرفت و پا به پا برد .,possessive
امیدم,امید,V_PRE_NC_1,# احمد شاملو # نمونه‌ای از اشعار وی عبارتست از : !!! غم دل به دوست گفتن چه خوشست ، شهریارا ز نوای مرغ یا حق بشنو ، که در دل شب به پیام آشنایی بنوازد ، آشنا را همه شب در این امیدم ، که نسیم صبحگاهی که سان غیب خوشتر .,possessive
زنم,زن,V_SUB_POS_1,بنوازد این نوا را چه زنم چونای هر دم ، ز نوای شوق او دم که ز جان ما بگردان .,possessive
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم که جوانان با دیدی بازتر به این جرگه قدم بگذارند .,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,و بسیار امیدوارم که بتوانم تا آن زمان نقش مورد علاقه‌ام را در حد و اندازه تجربیاتم بازی کنم .,copular
موافقم,موافق,V_PRE_ADJC_1,* بله ، موافقم .,copular
گرفتارم,گرفتار,V_PRE_ADJC_1,شخصی به هزار غم گرفتارم .,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,* آخرین حرفم که امیدوارم حتما چاپ بشود ، این است که من از چند نفری که باید خیلی تشکر کنم ، یکی از اهالی همین محله‌ای است که در آن کار می‌کنیم .,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,... * در آخر می‌گویم این برنامه در مجموع برنامه جالب و پرتحرک و شادی است و از این که من به عنوان تهیه‌کننده این برنامه معرفی شدم و در حال حاضر هم با تهیه این برنامه در خدمت شنوندگان عزیز هستم ، بسیار خوشحالم و امیدوارم که توانسته باشم رضایت خاطر شنوندگان را جلب کنم .,copular
گرفتارم,گرفتار,V_PRE_ADJC_1,بی‌علت و بی‌سبب گرفتارم .,copular
مطمئنم,مطمئن,V_PRE_ADJC_1,تماشاگر با اینها مشکل دارد ، ولی من مطمئنم که بعد از چند قسمت می‌پذیرد .,copular
زارم,زار,V_PRE_ADJC_1,از گریه سخت زارم .,copular
محبوسم,محبوس,V_PRE_ADJC_1,بی‌ذلت و بی‌گناه محبوسم .,copular
قائلم,قائل,V_PRE_ADJC_1,البته من به دلیل حرمتی که برای حرفه‌ام قائلم ، چنین نکرده‌ام .,copular
متحیرم,متحیر,V_PRE_ADJC_1,توتیا را به دو چشم خونفشانم هله‌ای نسیم رحمت ، متحیرم چه نامم شه ملک لافتی را ، نه خدا توانمش خواند ، نه بشر توانمش گفت .,copular
پرخونم,پرخون,V_PRE_ADJC_1,جگر پردرد و دل پرخونم ای دوست !!! .,copular
خرابم,خراب,V_PRE_ADJC_1,درین سراچه خاکی که دل خرابم ازو !!! .,copular
مطمئنم,مطمئن,V_PRE_ADJC_1,ولی مطمئنم که آدم برجسته ، این کار نیما رایسی است ؛ و باز هنوز نمی‌توانم بگویم چی می‌شود .,copular
خوشحالم,خوشحال,V_PRE_ADJC_1,* من از وجود این همه علاقه‌مند به این حرفه خوشحالم .,copular
متنفرم,متنفر,V_PRE_ADJC_1,* من از مستندهایی که در مورد مسائل خانوادگی ساخته می‌شوند ، متنفرم .,copular
معتقدم,معتقد,V_PRE_ADJC_1,اما معتقدم اگر سبکی وجود داشته باشد - که در ایران تاکنون چنین نبوده است - بسیار خوب و مفید است ، چرا‌که بازیگر کلیشه نمی‌شود .,copular
رفیقم,رفیق,V_PRE_ADJC_1,... با مهدی سجاده‌چی هم خیلی رفیقم !,copular
خواستارم,خواستار,V_PRE_ADJC_1,* در پایان توفیق همه دست‌اندرکاران این برنامه از پخش ، نودال ، ماهواره ، هماهنگی ، حمل‌و‌نقل و ... را خواستارم ، و توفیق شما .,copular
خوشحالم,خوشحال,V_PRE_ADJC_1,به‌هرحال در تاریخ سینمای ایران این‌چنین ثبت شده و من نیز از این قضیه خوشحالم ، اما این که پس از آن فرصت تکرار این تجربه فراهم نشد ، به تقدیر برمی‌گردد .,copular
"""روشنم",روشن,V_PRE_ADJC_1,"""""# محمدعلی جمالزاده شعر """""""" خانه‌ام ابری‌ست """""""" # !!! راه خود را دارد اندر پیش و به ره ، نی زن که دایم می‌نوازد نی ، در این دنیای ابر‌اندود ، و همه دنیا خراب و خرد از باد است ، می‌برم در ساحل دریا ، نظاره من به روی آفتابم ، در خیال روزهای روشنم کز دست رفتندم ، ابر بارانش گرفته‌ست ."""";"";;;",copular
معتقدم,معتقد,V_PRE_ADJC_1,معتقدم که کار در سبکهای مختلف و کشف درونیات ، بازیگر را خاکستری می‌کند ؛ نه سفید مطلق و نه سیاه مطلق .,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم خواننده خسته نشود .,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم موفق باشید .,copular
معتقدم,معتقد,V_PRE_ADJC_1,معتقدم که وضعیت سیاسی‌اجتماعی روز در آن بخوبی نشان داده شده و به همین دلیل مورد توجه مردم قرار گرفته و اکثریت اقشار جامعه را به خود جذب کرده است .,copular
معتقدم,معتقد,V_PRE_ADJC_1,* به تلفیقی از هر دو معتقدم ، به شرط آن که در این تلفیق سهم دومی بیشتر باشد .,copular
حاضرم,حاضر,V_PRE_ADJC_1,آقای ابوالفضل جلیلی گفت من حاضرم در تمام مسائل با شما همکاری کنم ؛ چقدر جو خوب و دوستانه و جدی‌ای دارید ؛ این جمع به یک جایی می‌رسد ؛ این جمع به هدفش می‌رسد .,copular
خوشحالم,خوشحال,V_PRE_ADJC_1,... * در آخر می‌گویم این برنامه در مجموع برنامه جالب و پرتحرک و شادی است و از این که من به عنوان تهیه‌کننده این برنامه معرفی شدم و در حال حاضر هم با تهیه این برنامه در خدمت شنوندگان عزیز هستم ، بسیار خوشحالم و امیدوارم که توانسته باشم رضایت خاطر شنوندگان را جلب کنم .,copular
سرمستم,سرمست,V_PRE_ADJC_1,نمی‌دانم چرا با دیدن این مکان دائم یک بیت شعر بر زبانم جاری می‌شود : !!! یادم کن تا هستم تو ای نگار آسمانی - با یادت سرمستم تو ای امید زندگانی !!! .,copular
مطمئنم,مطمئن,V_PRE_ADJC_1,دوره جوانی ، سنی است که جوان دچار بحران فکری است و دنبال هویت خودش می‌گردد و در این مقطع است که اگر اطلاعات درست و محیط درستی برای جوان فراهم بشود ، مطمئنم که این جوان ، جوانی است که برای مملکتش فعالیت می‌کند و این مملکت را به سرانجام می‌رساند .,copular
مجبورم,مجبور,V_PRE_ADJC_1,مجبورم .,copular
متشکرم,متشکر,V_PRE_ADJC_1,* متشکرم .,copular
معتقدم,معتقد,V_PRE_ADJC_1,من معتقدم 90 درصد به دلیل ترس سازندگان است .,copular
مشغولم,مشغول,V_PRE_ADJC_1,* [ می‌خندد ] نه ، مشغولم .,copular
حاضرم,حاضر,V_PRE_ADJC_1,یا خانم اکرم محمدی حتی گفت من حاضرم بدون چشمداشت مالی مجری شما بشوم ، یا آقای جهانگیر الماسی .,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم که خدا هم توفیق بدهد .,copular
خرسندم,خرسند,V_PRE_ADJC_1,از حضور در این فیلم و همکاری با بنی‌اعتماد بسیار خرسندم .,copular
متاسفم,متاسف,V_PRE_ADJC_1,لی می‌گوید : « همیشه دوست داشتم با تلویزیون کار کنم و از این که تا قبل از این فرصت این همکاری فراهم نشد ، بسیار متاسفم .,copular
معتقدم,معتقد,V_PRE_ADJC_1,شاید کسی که الان این مطلب را می‌خواند ، این حس را بگیرد که اینها چقدر از خود متشکر شده‌اند ... ولی من معتقدم که اینها را باید گفت ؛ برای این که دستشویی رفتن ، جزای از زندگی است و باید دید .,copular
خستهام,خسته‌ا,V_PRE_ADJC_1,اگر موضوعی ضروری ناگفته باقی مانده ... * خسته‌ام کردید !,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,* امیدوارم بتوانیم مسائل مورد توجه مخاطبان را تهیه کنیم و در اختیارشان قرار دهیم .,copular
معتقدم,معتقد,V_PRE_ADJC_1,از‌همین‌رو در اختیار کردن دیدگاه و زاویه دید و پل زدن به زمانه هم به اصالت اختیار در اقتباس معتقدم .,copular
قائلم,قائل,V_PRE_ADJC_1,# من برای مخاطب ارزش قائلم .,copular
معتقدم,معتقد,V_PRE_ADJC_1,من معتقدم که این قضیه استحاله یک مقدار کتابی است و ممکن است در داستانها و رمان‌ها اتفاق بیفتد ، ولی آدم در طول شش ماه نه ، بعید می‌دانم .,copular
ناچارم,ناچار,V_PRE_ADJC_1,ازدواج کردم و شرایط زندگی برایمان فراهم نیست و نمی‌توانم خرج زندگی را بدهم و ناچارم که مدتی را دور از مملکت باشم .,copular
جاهلم,جاهل,V_PRE_ADJC_1,ندانم که کدام کار جاهلانه کردم که به طبع او نزدیک بود که او را آن خوش آمد و مرا بدان بستود ، تا توبه کنم از آن کار و این غم مرا از آن است که مگر من هنوز جاهلم که ستوده جاهلان ، جاهلان باشند ... و جهد کن تا ستوده خلقان باشی و نگر تا ستوده جاهلان نباشی که ستوده عام ، نکوهیده خاص بود ، چنان‌که در حکایتی شنودم .,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم این طور باشد .,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,به‌هرحال ، موسیقی ایرانی با آداب و سنتهای سرزمین ما گره خورده و امیدوارم آهنگسازان این مرز‌و‌بوم بتوانند زبان موسیقی ایرانی را جهانی کنند .,copular
مایلم,مایل,V_PRE_ADJC_1,با توجه به این که این نسل دچار دگرگونی و تغییرات شده ، مایلم تعریفتان را از مخاطب بگویید ؟,copular
می‌دانم,می‌دان,V_PRS_POS_1,در کلیات ، حفظ چارچوب اصلی را ضروری می‌دانم .,verbal
معتقدم,معتقد,V_PRE_ADJC_1,از‌همین‌رو در اختیار کردن دیدگاه و زاویه دید و پل زدن به زمانه هم به اصالت اختیار در اقتباس معتقدم .,copular
بدهم,بده,V_SUB_POS_1,نمی‌شود بقیه سوالها را تستی جواب بدهم ؟,verbal
می‌کنم,می‌کن,V_PRS_POS_1,... معمولا سعی می‌کنم با توسل به تفسیرهای بصری به شخصیت عمق بدهم .,verbal
بدهم,بده,V_SUB_POS_1,... معمولا سعی می‌کنم با توسل به تفسیرهای بصری به شخصیت عمق بدهم .,verbal
می‌کنم,می‌کن,V_PRS_POS_1,هر‌چه بیشتر کار می‌کنم ، به اهمیت تحقیق بیشتر پی می‌برم .,verbal
می‌برم,می‌بر,V_PRS_POS_1,هر‌چه بیشتر کار می‌کنم ، به اهمیت تحقیق بیشتر پی می‌برم .,verbal
می‌افتم,می‌افت,V_PA_PRG_POS_1,از هیچکاک چه به یاد می‌آوریم ، از فورد چه ، از هاوکز ، از علی حاتمی - خدایش رحمت کناد - از سهراب شهید ثالث ، مهرجویی ، بیضایی ، کیمیایی ، تقوایی ، و ... شخصا وقتی به یاد فیلم‌های این بزرگواران می‌افتم ، گویی نام هر کدام کلیدی را در ذهن می‌زند .,verbal
می‌کنم,می‌کن,V_PRS_POS_1,وقتی به بیهودگی ، پیش‌پاافتادگی یا ناسودمندی کاری یقین پیدا می‌کنم ، رهایش می‌کنم .,verbal
کرده‌ام,کرده‌ا,V_PA_NAR_POS_1,* در یکی دو باری که پیش آمده ، همه‌اش را عوض کرده‌ام .,verbal
می‌کنم,می‌کن,V_PRS_POS_1,* گاهی اوقات ، درصورتی‌که با کارگردان یا تهیه‌کننده روی بازیگر معینی توافق شده باشد ، سعی می‌کنم نقش را بر اساس تواناییهای بازیگر بنویسم .,verbal
بنویسم,بنویس,V_SUB_POS_1,* گاهی اوقات ، درصورتی‌که با کارگردان یا تهیه‌کننده روی بازیگر معینی توافق شده باشد ، سعی می‌کنم نقش را بر اساس تواناییهای بازیگر بنویسم .,verbal
می‌کنم,می‌کن,V_PRS_POS_1,اما بیشتر اوقات فارغ از این دغدغه به نقش فکر می‌کنم .,verbal
دارم,دار,V_PRS_POS_1,* بله ، تجربه‌هایی در زمینه فیلمنامه‌نویسی جمعی دارم ، اما ترجیح می‌دهم شخصا بنویسم و از نظر مشورتی همکارهایم بهره ببرم .,verbal
می‌دهم,می‌ده,V_PRS_POS_1,* بله ، تجربه‌هایی در زمینه فیلمنامه‌نویسی جمعی دارم ، اما ترجیح می‌دهم شخصا بنویسم و از نظر مشورتی همکارهایم بهره ببرم .,verbal
بنویسم,بنویس,V_SUB_POS_1,* بله ، تجربه‌هایی در زمینه فیلمنامه‌نویسی جمعی دارم ، اما ترجیح می‌دهم شخصا بنویسم و از نظر مشورتی همکارهایم بهره ببرم .,verbal
ببرم,ببر,V_SUB_POS_1,* بله ، تجربه‌هایی در زمینه فیلمنامه‌نویسی جمعی دارم ، اما ترجیح می‌دهم شخصا بنویسم و از نظر مشورتی همکارهایم بهره ببرم .,verbal
می‌کنم,می‌کن,V_PRS_POS_1,* فکر می‌کنم شان نویسنده بالاتر از این حرفهاست .,verbal
معتقدم,معتقد,V_PRE_ADJC_1,* به تلفیقی از هر دو معتقدم ، به شرط آن که در این تلفیق سهم دومی بیشتر باشد .,copular
نمی‌فهمم,نمی‌فهم,V_PRS_NEG_1,زمینه رشد و پرورش آدمهاست که در نوع گرایش آنها موثر است ، ضمن‌آن‌که از عبارت مبهم استعداد ذاتی چیزی نمی‌فهمم .,verbal
می‌کنم,می‌کن,V_PRS_POS_1,( اعتراف می‌کنم که نمی‌شود بدون استعداد ) به معنای داشتن زمینه و ظرفیتهای لازم ( و صرفا با مرور فنون ، فیلمنامه‌نویس موفق یا هر چیز موفق دیگری شد .,verbal
خوانده‌ام,خوانده‌ا,V_PA_NAR_POS_1,جایی خوانده‌ام که آمار شاعران ، آماری میلیونی است .,verbal
هستم,هست,V_PRS_POS_1,* من کوچکتر از آن هستم که به جوانها پیامی بدهم ، ولی ... !,verbal
بدهم,بده,V_SUB_POS_1,* من کوچکتر از آن هستم که به جوانها پیامی بدهم ، ولی ... !,verbal
می‌کردم,می‌کرد,V_PA_PRG_POS_1,فکر می‌کردم سوالهای این‌جوری‌تان تمام شد .,verbal
رفیقم,رفیق,V_PRE_ADJC_1,... با مهدی سجاده‌چی هم خیلی رفیقم !,copular
کنم,کن,V_SUB_POS_1,* اگر منظورتان سریال تلویزیونی است ، « دایی‌جان ناپلاون » ؛ اگر منظورتان فیلم سینمایی است که باید سی چهل تایی ردیف کنم .,verbal
خسته‌ام,خسته‌ا,V_PRE_ADJC_1,اگر موضوعی ضروری ناگفته باقی مانده ... * خسته‌ام کردید !,copular
امیدوارم,امیدوار,V_PRE_ADJC_1,امیدوارم خواننده خسته نشود .,copular
خواستارم,خواستار,V_PRE_ADJC_1,* در پایان توفیق همه دست‌اندرکاران این برنامه از پخش ، نودال ، ماهواره ، هماهنگی ، حمل‌و‌نقل و ... را خواستارم ، و توفیق شما .,copular
نمی‌توانم,نمی‌توان,V_PRS_NEG_1,* نمی‌توانم حرفه گویندگی را کاملا کاری هنری بدانم .,verbal
بدانم,بدان,V_SUB_POS_1,* نمی‌توانم حرفه گویندگی را کاملا کاری هنری بدانم .,verbal
می‌توانم,می‌توان,V_AUX_INF_PPRS_1,ولی من به جرات می‌توانم بگویم چیزی که خیلی مهم است ، محتوای برنامه رادیویی است .,verbal
ندارم,ندار,V_PRS_NEG_1,من اصولا برنامه‌های شعاری را حتی اگر دارای زیباترین متن هم باشند ، دوست ندارم ؛ حتی اگر آن را اجرا هم بکنم .,verbal
بکنم,بکن,V_SUB_POS_1,من اصولا برنامه‌های شعاری را حتی اگر دارای زیباترین متن هم باشند ، دوست ندارم ؛ حتی اگر آن را اجرا هم بکنم .,verbal
